logo_url,favicon_url
https://logo.clearbit.com/www.embarkmga.com,https://static.wixstatic.com/media/d3e89b_cd041f2e345448d49e4e7c24532f078e%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/d3e89b_cd041f2e345448d49e4e7c24532f078e%7Emv2.png
